genome	subtype	instances
AG-319-G05	Viperin_solo	1
AG-319-G15	PD-T4-3	1
AG-319-G16	Mokosh_type_I	1
AG-319-G16	RM_type_II	1
AG-319-G17	Eleos	1
AG-319-G22	Pycsar	1
AG-319-G23	RM_type_I	1
AG-319-I07	RM_type_II	1
AG-319-I09	dGTPase	1
AG-319-I20	PD-T4-3	1
AG-319-I22	dGTPase	1
AG-319-I22	RM_type_I	1
AG-319-J06	Viperin_solo	1
AG-319-J09	RM_type_IIG	1
AG-319-J13	RM_type_II	1
AG-319-J13	RM_type_I	1
AG-319-J18	RM_type_IV	1
AG-319-J21	RM_type_II	1
AG-319-J21	RM_type_IV	1
AG-319-J23	AbiU	1
AG-319-K03	PD-T4-3	1
AG-319-K03	RM_type_I	1
AG-319-K10	RM_type_IV	1
AG-319-K10	RM_type_II	1
AG-319-K13	Mokosh_type_I	1
AG-319-K17	Viperin_solo	1
AG-319-K17	pAgo_type_I	1
AG-319-K19	PD-T4-3	1
AG-319-L06	PD-T4-3	1
AG-319-L09	dGTPase	1
AG-319-L14	Cas_Class1_TypeI_subtypeF	1
AG-319-M02	Eleos	1
AG-319-M03	dGTPase	1
AG-319-M07	RM_type_II	1
AG-319-M19	RM_type_I	1
AG-319-N06	AbiU	1
AG-319-N09	PD-T4-3	1
AG-319-N09	RM_type_II	1
AG-319-N13	Eleos	1
AG-319-N17	AbiU	1
AG-319-N20	RM_type_I	1
AG-319-P11	Viperin_solo	1
AG-319-P13	Eleos	1
AG-319-P13	RM_type_I	1
AG-319-P18	RM_type_II	1
AG-319-P19	dGTPase	1
AG-325-A01	RM_type_II	2
AG-325-A10	Dpd	1
AG-325-A16	PD-T4-3	1
AG-325-A20	RM_type_I	1
AG-325-A21	RM_type_I	1
AG-325-B05	RM_type_I	1
AG-325-B10	RM_type_I	1
AG-325-B13	RM_type_II	1
AG-325-B19	RM_type_I	1
AG-325-C05	RM_type_II	1
AG-325-C14	RM_type_II	1
AG-325-C17	RM_type_IIG	1
AG-325-C17	RM_type_II	1
AG-325-C17	Cas_cluster	1
AG-325-E03	SspBCD	1
AG-325-E04	Pycsar	1
AG-325-E07	Eleos	1
AG-325-E07	RM_type_IIG	1
AG-325-E08	RM_type_I	1
AG-325-E18	RM_type_IV	1
AG-325-E23	RM_type_I	1
AG-325-F08	RM_type_II	1
AG-325-F22	RM_type_II	1
AG-325-F22	RM_type_I	1
AG-325-G17	ShosTA	1
AG-325-I05	RM_type_I	1
AG-325-I05	RM_type_II	1
AG-325-I08	Eleos	1
AG-325-I09	Eleos	1
AG-325-I21	Zorya_type_II	1
AG-325-I23	RM_type_IV	1
AG-325-J02	Eleos	1
AG-325-J11	RM_type_II	1
AG-325-J17	RM_type_IIG	1
AG-325-J18	RM_type_IV	1
AG-325-K05	Eleos	1
AG-325-K09	RM_type_IIG	1
AG-325-K09	RM_type_II	2
AG-325-K10	RM_type_IIG	1
AG-325-K17	RM_type_II	1
AG-325-L09	PsyrTA	1
AG-325-M14	RM_type_I	1
AG-325-N09	RM_type_IV	1
AG-325-N15	Dpd	1
AG-325-O11	Eleos	1
AG-325-O18	Zorya_type_I	1
AG-325-P04	Eleos	1
AG-325-P10	RM_type_I	1
AG-333-A02	RM_type_II	1
AG-333-A08	RM_type_IIG	1
AG-895-O19	RM_type_IV	1
AG-333-A19	RM_type_II	1
AG-333-A22	Borvo	1
AG-333-B06	Mokosh_type_II	1
AG-333-B06	Zorya_type_II	1
AG-333-B14	RM_type_I	1
AG-333-B20	RM_type_I	1
AG-333-C03	RM_type_II	2
AG-333-C06	RM_type_II	1
AG-333-C13	RM_type_II	1
AG-333-C16	RM_type_I	1
AG-333-C18	RM_type_I	1
AG-333-C21	RM_type_II	1
AG-333-D21	RM_type_II	1
AG-333-D22	PD-T4-3	1
AG-333-E02	RM_type_I	1
AG-333-E10	DarTG	1
AG-333-E15	RM_type_II	1
AG-333-E17	RM_type_II	1
AG-333-F15	PsyrTA	1
AG-333-F19	RM_type_II	1
AG-333-F22	DISARM_type_I	1
AG-333-F22	RM_type_II	1
AG-333-F23	Cas_Class1_TypeI_subtypeC	1
AG-333-G02	RM_type_IIG	1
AG-333-G05	RM_type_I	1
AG-333-G07	RM_type_II	2
AG-333-G08	RM_type_I	1
AG-333-G13	RM_type_I	1
AG-333-G14	RM_type_I	1
AG-333-G16	RM_type_I	1
AG-333-G22	RM_type_III	1
AG-333-I02	RM_type_I	1
AG-333-I10	RM_type_I	1
AG-333-I11	RM_type_I	1
AG-333-I22	RM_type_II	1
AG-333-I22	RM_type_IV	1
AG-333-J09	PD-T4-3	1
AG-333-J09	RM_type_II	1
AG-333-J11	RM_type_II	1
AG-333-J17	RM_type_III	1
AG-333-K08	RM_type_II	1
AG-333-K17	Eleos	1
AG-333-K23	RM_type_IV	1
AG-333-L05	Eleos	1
AG-333-L13	RM_type_I	1
AG-333-N10	RM_type_II	2
AG-333-O10	PD-T4-3	1
AG-333-P07	RM_type_II	1
AG-333-P16	PD-T4-3	1
AG-333-P23	RM_type_IIG	1
AG-337-A10	RM_type_I	1
AG-337-A13	RM_type_IIG	1
AG-337-A15	RM_type_I	1
AG-337-A21	Eleos	1
AG-337-B05	RM_type_III	1
AG-337-B08	RM_type_II	1
AG-337-B09	SspBCD	1
AG-337-B13	BREX_type_I	1
AG-337-B13	RM_type_IV	2
AG-337-B16	RM_type_III	1
AG-337-C06	RM_type_II	1
AG-337-C17	Eleos	1
AG-337-D20	RM_type_II	1
AG-337-E07	RM_type_I	1
AG-337-E14	RM_type_II	1
AG-337-E18	RM_type_IIG	1
AG-337-E19	RM_type_II	1
AG-337-E20	ShosTA	1
AG-337-E21	RM_type_I	1
AG-337-F03	RM_type_II	1
AG-337-F08	RM_type_II	1
AG-337-F11	RM_type_II	1
AG-337-F11	RM_type_IIG	1
AG-337-F19	RM_type_II	1
AG-337-G03	RM_type_II	1
AG-337-G09	RM_type_I	1
AG-337-G10	PD-T4-3	1
AG-337-I10	RM_type_II	2
AG-337-I11	Dsr_type_I	2
AG-337-I11	CapRel	1
AG-337-I11	CBASS_type_II	1
AG-337-I11	RM_type_I	1
AG-337-I02	RM_type_I	1
AG-337-I02	RM_type_II	1
AG-337-I08	RM_type_II	1
AG-337-I18	RM_type_II	2
AG-337-I22	RM_type_II	1
AG-337-J13	RM_type_IV	1
AG-337-J16	Eleos	1
AG-337-J16	RM_type_I	1
AG-337-K10	PsyrTA	1
AG-337-K10	RM_type_I	1
AG-337-K15	RM_type_I	1
AG-337-K17	Zorya_type_II	1
AG-337-K17	Eleos	1
AG-337-K17	RM_type_III	1
AG-337-K23	RM_type_IIG	1
AG-337-L02	RM_type_II	1
AG-337-L06	Pycsar	1
AG-337-L06	RM_type_I	1
AG-337-L07	RM_type_II	1
AG-337-L14	RM_type_II	1
AG-337-M03	RM_type_II	1
AG-337-M04	RM_type_II	1
AG-895-P19	RM_type_IV	1
AG-337-M23	RM_type_I	1
AG-337-N02	RM_type_I	1
AG-337-N21	RM_type_II	1
AG-337-N21	RM_type_IIG	1
AG-337-O06	RM_type_IIG	1
AG-337-O08	RM_type_II	1
AG-337-O15	RM_type_I	2
AG-337-O17	RM_type_II	1
AG-337-O20	RM_type_I	1
AG-337-P02	RM_type_III	1
AG-337-P03	Zorya_type_II	1
AG-337-P05	RM_type_I	1
AG-337-P11	Lamassu_type_I	1
AG-337-P18	RM_type_I	1
AG-343-A05	RM_type_II	1
AG-343-A06	RM_type_I	1
AG-343-A07	RM_type_II	1
AG-343-A18	RM_type_II	1
AG-343-A21	RM_type_II	1
AG-343-B06	dGTPase	1
AG-343-B06	Zorya_type_II	1
AG-343-B13	Mokosh_type_I	1
AG-343-B17	RM_type_II	1
AG-343-C03	RM_type_II	1
AG-343-C05	RM_type_I	1
AG-343-C08	ShosTA	1
AG-343-C10	Pycsar	1
AG-343-C22	RM_type_II	1
AG-343-C23	RM_type_IV	1
AG-343-E15	RM_type_I	1
AG-343-E16	RM_type_II	2
AG-894-J17	RM_type_II	2
AG-894-J17	RM_type_I	1
AG-343-E18	RM_type_II	1
AG-343-F17	ShosTA	1
AG-343-F17	RM_type_II	2
AG-343-F17	Cas_Class2_TypeII_subtypeC	1
AG-343-G05	Dpd	1
AG-343-G09	RM_type_IV	1
AG-343-G10	RM_type_III	1
AG-343-G17	RM_type_IIG	1
AG-343-G18	Eleos	1
AG-343-G19	RM_type_II	1
AG-343-G22	Lamassu_type_I	1
AG-343-I02	RM_type_II	1
AG-343-I03	RM_type_II	2
AG-343-I08	RM_type_IIG	1
AG-343-I09	RM_type_II	1
AG-343-J07	RM_type_IV	1
AG-343-J10	RM_type_II	1
AG-343-J15	RM_type_I	1
AG-343-J21	RM_type_I	1
AG-343-J22	RM_type_II	1
AG-343-L03	dGTPase	1
AG-343-L14	PsyrTA	1
AG-343-L16	Lamassu_type_I	1
AG-343-M05	RM_type_IV	2
AG-343-M19	AbiU	1
AG-343-M19	RM_type_II	1
AG-343-N02	RM_type_IV	2
AG-343-N09	RM_type_II	1
AG-343-N22	dGTPase	1
AG-343-O03	RM_type_IV	1
AG-343-O09	RM_type_II	1
AG-343-O10	Eleos	1
AG-343-O17	RM_type_II	2
AG-343-O17	RM_type_IIG	1
AG-343-O21	PD-T4-3	1
AG-343-P05	RM_type_IV	1
AG-349-A09	RM_type_IV	1
AG-349-B14	RM_type_I	1
AG-349-B17	RM_type_IV	1
AG-349-B18	RM_type_IV	1
AG-349-B18	RM_type_I	1
AG-349-B21	RM_type_I	1
AG-349-C10	RM_type_II	1
AG-349-C13	RM_type_IV	1
AG-349-C16	RM_type_IV	1
AG-349-D16	RM_type_II	1
AG-349-E03	RM_type_I	1
AG-349-E04	RM_type_II	1
AG-349-E07	RM_type_II	1
AG-349-E14	PD-T4-3	1
AG-349-E15	SoFic	1
AG-349-E15	RM_type_II	1
AG-349-E15	RM_type_IIG	1
AG-349-E16	RM_type_IIG	1
AG-349-E23	RM_type_IV	1
AG-349-F19	RM_type_II	1
AG-349-F23	RM_type_II	1
AG-349-G13	Eleos	1
AG-349-G20	RM_type_III	1
AG-349-G23	RM_type_I	1
AG-349-G23	RM_type_IV	1
AG-349-I04	Eleos	1
AG-349-I05	RM_type_I	1
AG-349-I20	Eleos	1
AG-349-I21	RM_type_II	1
AG-349-I22	Retron_type_XIII	1
AG-349-I23	RM_type_II	1
AG-349-J18	RM_type_II	2
AG-349-K06	RM_type_I	1
AG-349-K14	RM_type_I	1
AG-349-K21	RM_type_IIG	1
AG-349-L06	RM_type_II	1
AG-349-L09	Eleos	1
AG-349-L17	RM_type_II	2
AG-349-M08	RM_type_I	1
AG-349-M09	RM_type_II	2
AG-349-M17	Borvo	1
AG-349-M18	RM_type_II	2
AG-349-M20	RM_type_III	1
AG-349-M21	Eleos	1
AG-349-N02	RM_type_IV	1
AG-349-N14	Pycsar	1
AG-349-N17	PD-T4-3	1
AG-349-N17	RM_type_I	1
AG-349-N17	RM_type_II	2
AG-349-N21	RM_type_IIG	1
AG-349-O02	PD-T4-3	1
AG-349-O04	RM_type_I	1
AG-349-O20	RM_type_IIG	1
AG-349-P06	RM_type_IV	1
AG-359-A03	RM_type_II	1
AG-359-A04	RM_type_IV	1
AG-359-A11	Wadjet_type_I	1
AG-359-A11	Retron_type_I_C	1
AG-359-A11	RM_type_II	1
AG-359-A11	Cas_cluster	1
AG-359-B02	RM_type_IV	1
AG-359-B05	RM_type_IIG	1
AG-359-C06	Eleos	1
AG-359-D02	RM_type_II	2
AG-359-D15	RM_type_I	1
AG-359-E02	PD-T4-3	1
AG-359-E06	RM_type_IV	1
AG-359-E10	RM_type_III	1
AG-359-E17	ShosTA	1
AG-359-F03	Eleos	1
AG-359-F09	RM_type_II	1
AG-359-G09	RM_type_I	1
AG-359-G16	RM_type_II	1
AG-359-G18	RM_type_III	1
AG-359-I05	RM_type_I	1
AG-359-I04	PD-T4-3	1
AG-359-I11	RM_type_I	1
AG-359-I22	RM_type_II	1
AG-359-J04	RM_type_II	1
AG-359-J11	RM_type_II	1
AG-359-J14	RM_type_II	1
AG-359-K02	RM_type_IIG	1
AG-359-K15	PD-T4-3	1
AG-359-K15	RM_type_IV	1
AG-359-K20	Lamassu_type_I	1
AG-359-K20	Zorya_type_II	1
AG-359-K21	RM_type_II	1
AG-359-K22	RM_type_II	1
AG-359-L04	RM_type_II	1
AG-359-L15	Dpd	1
AG-359-L15	RM_type_II	1
AG-359-M15	RM_type_II	1
AG-359-N04	RM_type_IV	1
AG-359-O02	RM_type_IIG	1
AG-359-O02	RM_type_II	1
AG-359-O04	RM_type_I	1
AG-359-O07	RM_type_IIG	1
AG-359-O08	RM_type_IV	1
AG-359-P21	RM_type_I	1
AG-360-A16	RM_type_I	1
AG-360-C15	RM_type_III	1
AG-360-C21	Eleos	1
AG-360-C21	RM_type_IV	1
AG-360-F20	RM_type_II	1
AG-360-G02	Eleos	1
AG-360-G03	Eleos	1
AG-360-G04	RM_type_II	1
AG-360-G06	RM_type_IIG	1
AG-360-G06	RM_type_II	2
AG-360-J04	Borvo	1
AG-360-J17	RM_type_I	1
AG-360-L09	RM_type_I	1
AG-360-L21	RM_type_I	1
AG-360-M02	RM_type_II	1
AG-360-M02	RM_type_IIG	1
AG-360-M13	RM_type_I	1
AG-360-N03	RM_type_II	1
AG-360-N08	Pycsar	1
AG-360-O20	RM_type_II	1
AG-360-P05	RM_type_II	1
AG-360-P20	Zorya_type_II	1
AG-361-J22	RM_type_I	1
AG-362-M19	RM_type_II	1
AG-365-B23	RM_type_II	2
AG-365-C09	RM_type_I	1
AG-365-D06	RM_type_I	1
AG-365-D07	RM_type_IIG	1
AG-365-D17	RM_type_II	1
AG-365-D17	RM_type_I	1
AG-365-D19	RM_type_II	1
AG-365-D23	Lamassu_type_I	2
AG-365-D23	RM_type_IIG	1
AG-365-E08	RM_type_I	1
AG-365-E21	RM_type_I	1
AG-365-F06	RM_type_I	1
AG-365-F10	RM_type_IIG	1
AG-365-F11	Zorya_type_II	1
AG-365-F20	RM_type_I	1
AG-365-G10	RM_type_IV	1
AG-365-G13	AbiU	1
AG-365-I16	RM_type_IIG	1
AG-365-J18	RM_type_I	1
AG-365-K07	RM_type_IV	1
AG-365-K18	RM_type_I	1
AG-365-L02	Cas_Class2_TypeII_subtypeC	1
AG-365-L06	RM_type_II	1
AG-365-L13	RM_type_I	1
AG-365-L22	RM_type_I	1
AG-365-L23	RM_type_IV	1
AG-365-M05	PD-T4-3	1
AG-365-M08	DarTG	1
AG-365-M19	PD-T4-3	1
AG-365-M19	RM_type_IIG	1
AG-365-M23	AbiU	1
AG-365-N05	Eleos	1
AG-365-N05	RM_type_I	1
AG-365-N16	RM_type_II	1
AG-365-N21	Retron_type_XIII	1
AG-365-N21	RM_type_IV	1
AG-365-O10	RM_type_I	1
AG-365-O11	RM_type_II	1
AG-365-O23	RM_type_II	1
AG-365-P03	RM_type_IV	1
AG-390-A05	RM_type_IIG	1
AG-390-A18	RM_type_IIG	1
AG-390-A19	RM_type_IV	1
AG-390-B14	RM_type_I	1
AG-390-B21	RM_type_I	1
AG-390-C04	RM_type_IV	1
AG-390-C05	RM_type_II	1
AG-390-C07	Pycsar	1
AG-390-C08	RM_type_II	1
AG-390-C08	RM_type_IIG	1
AG-390-C08	RM_type_I	1
AG-390-C16	RM_type_II	1
AG-390-C17	RM_type_IIG	1
AG-390-C19	RM_type_II	1
AG-390-C20	RM_type_II	1
AG-390-C22	RM_type_II	2
AG-390-C23	PD-T4-3	1
AG-390-D10	RM_type_I	1
AG-390-D16	RM_type_III	1
AG-390-D17	RM_type_I	1
AG-390-D20	BREX_type_I	1
AG-390-D20	RM_type_IIG	1
AG-390-E02	Zorya_type_II	1
AG-390-E14	RM_type_IIG	1
AG-390-E14	RM_type_II	1
AG-390-E16	RM_type_IV	1
AG-390-F02	RM_type_I	2
AG-390-F02	RM_type_II	1
AG-390-F10	RM_type_I	1
AG-390-F15	RM_type_IV	1
AG-390-F23	RM_type_I	1
AG-390-F23	RM_type_IV	1
AG-390-G08	RM_type_IIG	1
AG-390-G09	RM_type_IIG	1
AG-390-G11	RM_type_I	1
AG-390-G17	RM_type_IIG	1
AG-390-G17	RM_type_II	1
AG-390-I08	PsyrTA	1
AG-390-I08	RM_type_I	1
AG-390-I11	RM_type_II	1
AG-390-I13	RM_type_II	1
AG-390-I17	RM_type_II	2
AG-390-I23	Lamassu_type_I	1
AG-390-I23	RM_type_II	1
AG-390-J07	RM_type_I	1
AG-390-J21	RM_type_II	2
AG-390-J22	RM_type_IIG	1
AG-390-K07	RM_type_II	1
AG-390-K08	Pycsar	1
AG-390-K16	Eleos	2
AG-390-L02	RM_type_II	1
AG-390-L05	RM_type_I	1
AG-390-L06	RM_type_II	1
AG-390-L09	Eleos	1
AG-390-L10	RM_type_IV	1
AG-390-L14	RM_type_IIG	1
AG-390-L18	RM_type_IIG	1
AG-390-L20	RM_type_II	1
AG-390-L22	Eleos	1
AG-390-L23	RM_type_II	1
AG-390-M03	Eleos	1
AG-390-M08	PD-T4-3	1
AG-390-M08	RM_type_II	1
AG-390-M14	RM_type_IIG	1
AG-390-M20	RM_type_I	1
AG-390-M22	Pycsar	1
AG-390-N02	Eleos	1
AG-390-N05	RM_type_II	1
AG-390-N11	RM_type_IV	1
AG-390-N18	RM_type_II	1
AG-390-N19	RM_type_II	1
AG-390-N22	RM_type_IIG	1
AG-390-O05	RM_type_II	1
AG-390-O08	RM_type_IIG	1
AG-390-O14	RM_type_II	1
AG-390-O20	RM_type_II	1
AG-390-O21	RM_type_II	1
AG-390-O21	Cas_Class2_TypeII_subtypeC	1
AG-390-O23	RM_type_II	1
AG-390-P01	RM_type_I	1
AG-390-P05	PD-T4-3	1
AG-390-P09	PsyrTA	1
AG-390-P09	Eleos	1
AG-390-P11	Eleos	1
AG-390-P11	Pycsar	1
AG-390-P16	RM_type_I	1
AG-390-P17	RM_type_I	1
AG-390-P20	RM_type_I	1
AG-404-A19	Viperin_solo	1
AG-404-B06	RM_type_II	2
AG-404-B11	RM_type_III	1
AG-404-C08	Pycsar	1
AG-404-D18	ShosTA	1
AG-404-D18	RM_type_II	1
AG-404-F06	Pycsar	1
AG-404-F07	RM_type_II	1
AG-404-F09	dGTPase	1
AG-404-G02	dGTPase	1
AG-404-I02	RM_type_I	1
AG-404-I03	RM_type_I	1
AG-404-K13	Mokosh_type_II	1
AG-404-K15	AbiU	1
AG-404-K16	Viperin_solo	1
AG-404-K16	RM_type_II	1
AG-404-K18	RM_type_IV	1
AG-404-K22	RM_type_I	1
AG-404-L17	DarTG	1
AG-404-N20	Viperin_solo	1
AG-404-N20	PD-T4-3	1
AG-404-N20	RM_type_IIG	1
AG-404-N20	RM_type_II	1
AG-404-P04	RM_type_II	1
AG-404-P05	dGTPase	1
AG-404-P22	RM_type_II	1
AG-410-A05	RM_type_II	1
AG-410-A08	PD-T4-3	1
AG-410-A08	RM_type_I	2
AG-410-B14	RM_type_I	1
AG-410-B17	AbiE	1
AG-410-B17	Paris_type_II_merge	1
AG-410-B17	RM_type_I	1
AG-410-B17	RM_type_III	1
AG-410-E20	RM_type_II	1
AG-410-G07	RM_type_II	1
AG-410-G20	RM_type_III	1
AG-410-J17	RM_type_IV	1
AG-410-J17	RM_type_II	1
AG-410-J19	RM_type_III	1
AG-410-K11	AbiE	1
AG-410-K11	Eleos	1
AG-410-K11	RM_type_IV	1
AG-410-K16	RM_type_I	1
AG-410-K17	Eleos	1
AG-410-K20	RM_type_I	1
AG-410-L19	RM_type_II	2
AG-410-O05	AbiU	1
AG-410-P11	RM_type_II	1
AG-410-P14	RM_type_I	1
AG-410-P14	RM_type_IV	1
AG-414-A11	RM_type_II	1
AG-414-A22	RM_type_I	1
AG-414-B07	RM_type_IV	1
AG-414-B09	AbiU	1
AG-414-B18	DISARM_type_II	1
AG-414-B18	RM_type_II	1
AG-414-C16	RM_type_II	2
AG-414-D07	RM_type_IV	1
AG-414-D15	RM_type_III	1
AG-414-D15	RM_type_II	2
AG-414-E04	RM_type_II	1
AG-414-E10	Retron_type_XIII	1
AG-414-E10	RM_type_I	1
AG-414-F02	PsyrTA	1
AG-414-F02	RM_type_II	1
AG-414-F04	dGTPase	1
AG-414-G13	Druantia_type_II	1
AG-414-G15	RM_type_II	2
AG-414-I21	RM_type_IV	1
AG-414-I21	RM_type_I	1
AG-414-J08	DarTG	1
AG-414-J17	RM_type_II	1
AG-414-J19	RM_type_IIG	1
AG-414-M02	RM_type_II	1
AG-414-M13	DarTG	1
AG-414-M23	RM_type_II	1
AG-414-N05	RM_type_I	1
AG-414-N23	RM_type_IV	1
AG-414-N23	RM_type_IIG	1
AG-896-A02	RM_type_II	2
AG-414-O08	RM_type_II	1
AG-414-P18	AVAST_type_II	1
AG-414-P18	SoFic	2
AG-414-P18	RM_type_II	2
AG-422-A01	RM_type_II	1
AG-422-A04	RM_type_IV	1
AG-422-B03	RM_type_IIG	1
AG-422-B05	SspBCD	1
AG-422-B06	Dnd_ABCDE	1
AG-422-B21	RM_type_II	1
AG-422-C03	Borvo	1
AG-422-C04	Dpd	1
AG-422-C04	RM_type_I	1
AG-422-C05	RM_type_IV	1
AG-422-C05	RM_type_I	1
AG-422-C09	RM_type_II	2
AG-422-C20	RM_type_II	2
AG-422-C20	RM_type_IIG	1
AG-422-C23	RM_type_III	1
AG-422-D03	Zorya_type_II	1
AG-422-D03	RM_type_IIG	1
AG-422-D03	RM_type_II	1
AG-422-D14	RM_type_II	1
AG-422-D14	RM_type_IV	1
AG-422-E02	RM_type_III	1
AG-422-F19	RM_type_I	1
AG-422-G06	Pycsar	1
AG-422-G21	RM_type_II	1
AG-422-I06	RM_type_I	1
AG-422-I13	RM_type_IV	1
AG-422-I15	RM_type_IIG	1
AG-422-I18	RM_type_II	1
AG-422-I22	RM_type_II	1
AG-422-J05	RM_type_I	1
AG-422-J16	RM_type_IV	1
AG-422-J23	RM_type_I	1
AG-422-K05	RM_type_IV	1
AG-422-K10	RM_type_IV	1
AG-422-K11	PD-Lambda-1	1
AG-422-K17	RM_type_IIG	1
AG-422-K20	Eleos	1
AG-422-L15	RM_type_II	2
AG-422-L20	PD-T4-3	1
AG-422-L22	ShosTA	1
AG-422-L23	RM_type_IV	1
AG-422-L23	RM_type_IIG	1
AG-422-M03	RM_type_I	1
AG-422-M21	PD-T4-3	1
AG-422-M21	Eleos	1
AG-422-N07	RM_type_IV	1
AG-422-O02	RM_type_IV	2
AG-422-O03	RM_type_II	1
AG-422-O03	RM_type_IIG	1
AG-422-O05	RM_type_I	1
AG-422-P05	Zorya_type_II	1
AG-422-P08	PD-T4-3	1
AG-422-P11	RM_type_I	1
AG-426-A06	PD-T4-3	1
AG-426-A06	RM_type_IV	1
AG-426-B02	RM_type_IV	1
AG-426-B02	RM_type_I	1
AG-426-B06	RM_type_I	1
AG-426-B11	RM_type_I	1
AG-426-B21	RM_type_I	1
AG-426-B21	RM_type_II	1
AG-426-D04	RM_type_I	1
AG-426-D04	RM_type_IV	1
AG-426-D13	RM_type_II	1
AG-319-F09	AbiU	1
AG-319-F09	RM_type_IV	1
AG-892-M03	PD-T4-3	1
AG-892-M03	RM_type_IIG	1
AG-892-M03	RM_type_II	2
AG-892-M06	RM_type_I	1
AG-892-M15	Eleos	1
AG-892-M16	RM_type_I	1
AG-892-M17	RM_type_II	1
AG-892-M21	PD-Lambda-1	1
AG-892-M22	Eleos	1
AG-892-N21	RM_type_I	1
AG-892-O17	RM_type_II	1
AG-892-P03	Eleos	1
AG-892-P04	RM_type_IV	1
AG-892-P21	RM_type_IIG	1
AG-893-A01	RM_type_III	1
AG-893-A04	RM_type_IV	1
AG-893-B06	RM_type_II	1
AG-893-B06	RM_type_IIG	1
AG-893-C02	Retron_type_XIII	1
AG-893-C13	RM_type_IIG	1
AG-895-E03	Pycsar	1
AG-893-D08	Eleos	1
AG-893-D16	Eleos	1
AG-893-D16	RM_type_II	1
AG-457-B16	RM_type_I	1
AG-457-B22	RM_type_IV	1
AG-457-C19	RM_type_IIG	1
AG-457-C21	PD-T4-3	1
AG-457-D05	Borvo	1
AG-457-D06	RM_type_IIG	1
AG-457-D15	PsyrTA	1
AG-457-D15	RM_type_II	1
AG-457-D22	RM_type_II	2
AG-457-E07	RM_type_IV	1
AG-457-F11	RM_type_II	1
AG-457-F15	RM_type_I	1
AG-457-I04	RM_type_II	1
AG-457-I10	Pycsar	1
AG-457-I15	RM_type_I	1
AG-457-K05	AbiD	1
AG-457-K05	Viperin_solo	1
AG-457-K05	Gabija	2
AG-457-K05	Dsr_type_I	1
AG-457-K05	CBASS_type_II	1
AG-457-K05	RM_type_I	1
AG-457-K05	RM_type_III	1
AG-457-K18	RM_type_III	1
AG-457-L04	PsyrTA	1
AG-457-L05	RM_type_IIG	1
AG-457-L07	RM_type_IIG	1
AG-457-L23	RM_type_II	2
AG-457-M10	RM_type_II	1
AG-457-M13	PD-T4-3	1
AG-457-M16	RM_type_II	1
AG-457-M19	RM_type_IIG	1
AG-457-M21	Eleos	1
AG-457-M21	RM_type_II	1
AG-457-M21	RM_type_IIG	1
AG-457-N10	RM_type_III	1
AG-457-N16	RM_type_II	1
AG-457-O06	RM_type_I	1
AG-457-O14	RM_type_II	1
AG-457-O20	RM_type_I	1
AG-457-P06	RM_type_I	1
AG-457-P15	RM_type_II	2
AG-457-P23	DISARM_type_II	1
AG-461-A11	RM_type_II	1
AG-461-A13	RM_type_III	1
AG-461-A16	PD-Lambda-1	1
AG-461-A16	RM_type_II	1
AG-461-B10	RM_type_II	1
AG-461-B10	RM_type_IIG	1
AG-461-C02	RM_type_I	1
AG-461-C05	RM_type_IV	1
AG-461-C13	RM_type_I	1
AG-461-D04	RM_type_II	1
AG-461-D09	PD-T4-3	1
AG-461-E02	DISARM_type_I	1
AG-461-E02	RM_type_IV	1
AG-461-E10	RM_type_II	1
AG-461-E16	Lamassu_type_I	1
AG-461-E16	RM_type_IV	1
AG-461-E19	RM_type_IIG	1
AG-461-E21	Eleos	1
AG-461-E22	RM_type_I	1
AG-461-F09	RM_type_II	1
AG-461-F11	RM_type_I	1
AG-461-G18	RM_type_II	1
AG-461-G23	Lamassu_type_I	1
AG-461-G23	Mokosh_type_I	1
AG-461-G23	RM_type_II	1
AG-461-I20	RM_type_IIG	1
AG-461-J16	RM_type_II	1
AG-461-K16	ShosTA	1
AG-461-K16	RM_type_IV	1
AG-461-L03	RM_type_II	1
AG-461-L13	RM_type_I	1
AG-461-L19	Eleos	1
AG-461-N07	RM_type_II	1
AG-461-O08	RM_type_I	1
AG-461-O09	RM_type_IV	1
AG-461-O21	Eleos	1
AG-461-O21	Pycsar	1
AG-893-P05	Zorya_type_II	1
AG-893-P05	RM_type_IIG	1
AG-461-P14	RM_type_I	1
AG-461-P17	Pycsar	1
AG-461-P19	RM_type_IIG	1
AG-464-A01	AbiU	1
AG-464-A01	RM_type_IIG	1
AG-464-A07	RM_type_I	2
AG-464-B02	RM_type_I	1
AG-464-B02	RM_type_IV	1
AG-464-B07	RM_type_IV	1
AG-464-D08	RM_type_I	1
AG-464-D09	RM_type_II	2
AG-464-E05	PD-T4-3	1
AG-464-F05	PsyrTA	1
AG-464-F06	Dpd	1
AG-464-F19	RM_type_IV	1
AG-464-F20	dGTPase	1
AG-464-F20	RM_type_II	1
AG-464-F22	AbiU	1
AG-464-F23	AbiU	1
AG-464-F23	RM_type_I	1
AG-464-G17	AbiU	1
AG-464-G19	RM_type_IIG	1
AG-464-I13	RM_type_II	1
AG-464-I16	AbiU	1
AG-464-K08	RM_type_IV	1
AG-464-L23	RM_type_IIG	1
AG-464-M02	RM_type_II	1
AG-464-N14	AbiU	1
AG-464-N15	Dnd_ABCDE	1
