genome	dataset	cell_diameter_micron	sag_length	completeness	ssu_classification	estimated_length	plate	Domain	Phylum	Class	Order	Family	Genus	Species	Latitude	Longitude	Ocean	Depth	niche_latest	doubling_hours	nonviral_length	viral_length	total_length	prop_viral_length	nonviral_contigs	viral_contigs	total_contigs	prop_viral_contigs	virpres	num_prots	cds_length	defense_genes	defense_gene_sumlen	prop_def_prot	prop_def_lens	pa_fl	AbiU	RM	PsyrTA	dXTPase	Cas	PfiAT	BREX	Lamassu	Retron	Tiamat	SoFic	Eleos	AVAST	ShosTA	AbiE	PD-T4-3	Zorya	Uzume	DarTG	Dpd	DISARM	Azaca	AbiZ	PD-T7-3	PrrC	Mokosh	Viperin	Druantia	AbiD	AbiP2	Dsr	RosmerTA	Shango	CBASS	Pycsar	pAgo	Hhe	PD-Lambda-1	Septu	RL	RloC	Dnd	PD-T7-1	DRT	ApeA	Gabija	Hachiman	SanaTA	Borvo	Kiwa	Wadjet	PARIS	AbiL	TerY	Sefir	PD-T4-4	PD-T7-2	NLR	Qat	PD-T7-4	CapRel	Shedu	Tmn	Ppl	PD-T4-8	PD-T7-5	SspBCDE	Menshen	Thoeris	AbiV	RnlAB	AbiJ	MqsRAC	Mza	PbeABCD	Hma	Her	GAO_29	Pif	Iet	Hydrolase_TM	totaldefenses	defpres	sys_types	sub_types
AG-916-J22	Tropics	0.26	1291435	73	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS4_marine_group;s__?	1769089.0410958903	AG-916	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G14	MED-G14 sp902587325	31.07	-64.17	Northern_Atlantic	10	EPI	6.86510407892455	1291435	0	1291435	0	58	0	58	0	no	1272	1242978	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AG-916-K03	Tropics	0.2	1065007	72	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	1479176.388888889	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	HIMB59	HIMB59	HIMB59	HIMB59 sp902599405	31.07	-64.17	Northern_Atlantic	10	EPI	11.7352124897069	1065007	0	1065007	0	48	0	48	0	no	1166	1029153	2	1917	0.0017152658662092	0.0018626968001842	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-K04	Tropics	0.27	958015	80	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1197518.75	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902616725	31.07	-64.17	Northern_Atlantic	10	EPI	9.39534912214494	958015	0	958015	0	21	0	21	0	no	1023	924483	3	3174	0.002932551319648	0.0034332702710596	Unknown	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AG-916-K14	Tropics	0.18	939115	81	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__?;g__?;s__?	1159401.2345679011	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter_A	Pelagibacter_A sp902598315	31.07	-64.17	Northern_Atlantic	10	EPI	8.75126461171158	939115	0	939115	0	18	0	18	0	no	1021	909363	2	1950	0.0019588638589618	0.0021443581935926	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-K22	Tropics	0.23	975990	65	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	1501523.0769230768	AG-916	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	AG-339-G14	AG-339-G14	AG-339-G14 sp003282105	31.07	-64.17	Northern_Atlantic	10	EPI	10.825642569988	975990	0	975990	0	29	0	29	0	no	1037	943728	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AG-916-K23	Tropics	0.19	812022	66	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1230336.3636363635	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp003209915	31.07	-64.17	Northern_Atlantic	10	EPI	10.9329655707698	812022	0	812022	0	44	0	44	0	no	897	781779	3	6393	0.0033444816053511	0.0081775028492707	Unknown	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AG-916-L03	Tropics	0.36	1168826	83	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS5_marine_group;s__?	1408224.0963855423	AG-916	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G11	MED-G11 sp902598525	31.07	-64.17	Northern_Atlantic	10	EPI	7.35022509220446	1168826	0	1168826	0	23	0	23	0	no	1134	1122342	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AG-916-L04	Tropics	0.22	759652	62	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1225245.1612903227	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp003209915	31.07	-64.17	Northern_Atlantic	10	EPI	13.2522841339462	759652	0	759652	0	26	0	26	0	no	824	728916	4	7041	0.0048543689320388	0.009659549248473	Unknown	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AG-916-L09	Tropics	0.28	889332	88	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__?;g__?;s__?	1010604.5454545454	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter_A	Pelagibacter_A sp902598735	31.07	-64.17	Northern_Atlantic	10	EPI	7.73204634292138	889332	0	889332	0	20	0	20	0	no	969	859728	2	1950	0.002063983488132	0.002268159231757	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-L11	Tropics	0.28	1096508	80	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1370635.0	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902598655	31.07	-64.17	Northern_Atlantic	10	EPI	8.93550887587852	1096508	0	1096508	0	29	0	29	0	no	1157	1063098	3	3186	0.0025929127052722	0.0029969015086097	Unknown	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AG-916-L13	Tropics	0.27	931490	52	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	1791326.923076923	AG-916	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	AG-339-G14	AG-339-G14	AG-339-G14 sp902635045	31.07	-64.17	Northern_Atlantic	10	EPI	10.7275608434118	931490	0	931490	0	36	0	36	0	no	958	894597	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AG-916-L16	Tropics	0.27	867822	54	no SSU regions found	1607077.7777777778	AG-916	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	TMED112	TMED112	TMED112 sp003280455	31.07	-64.17	Northern_Atlantic	10	EPI	7.52919521838007	867822	0	867822	0	25	0	25	0	no	880	848685	7	11211	0.0079545454545454	0.0132098481768854	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	yes	2	2
AG-916-L20	Tropics	0.25	1207405	84	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	1437386.9047619049	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	HIMB59	HIMB59	HIMB59	HIMB59 sp902610175	31.07	-64.17	Northern_Atlantic	10	EPI	10.695120044296	1207405	0	1207405	0	32	0	32	0	no	1313	1166568	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AG-916-L21	Tropics	0.23	883024	73	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1209621.917808219	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902598825	31.07	-64.17	Northern_Atlantic	10	EPI	9.59420780415002	883024	0	883024	0	38	0	38	0	no	976	852474	3	3171	0.0030737704918032	0.0037197615411144	Unknown	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AG-916-M02	Tropics	0.18	788216	71	no SSU regions found	1110163.3802816903	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter_A	Pelagibacter_A sp902601705	31.07	-64.17	Northern_Atlantic	10	EPI	10.1362846607286	788216	0	788216	0	27	0	27	0	no	860	766026	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AG-916-M04	Tropics	0.3	1059728	59	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	1796149.152542373	AG-916	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	AG-339-G14	CACNYO01	CACNYO01 sp902589965	31.07	-64.17	Northern_Atlantic	10	EPI	10.0460289111034	1059728	0	1059728	0	42	0	42	0	no	1095	1025142	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AG-916-M06	Tropics	0.18	1065066	84	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1267935.7142857143	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp003209915	31.07	-64.17	Northern_Atlantic	10	EPI	8.06979789470932	948704	116362	1065066	0.109253323268229	36	1	37	0.027027027027027	yes	1168	1027818	3	3174	0.0025684931506849	0.0030880953631868	Unknown	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AG-916-M08	Tropics	0.24	1139203	66	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SAR86_clade;g__?;s__?	1726065.1515151514	AG-916	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	AG-339-G14	AG-339-G14	AG-339-G14 sp003282105	31.07	-64.17	Northern_Atlantic	10	EPI	10.9165010988594	1139203	0	1139203	0	14	0	14	0	no	1188	1101942	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AG-916-M11	Tropics	0.27	970952	87	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1116036.7816091955	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp003210095	31.07	-64.17	Northern_Atlantic	10	EPI	7.66563401540446	970952	0	970952	0	27	0	27	0	no	1012	939156	2	1989	0.0019762845849802	0.0021178590138379	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-M13	Tropics	0.26	1100266	86	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1279379.0697674418	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902522115	31.07	-64.17	Northern_Atlantic	10	EPI	7.81641347420651	1100266	0	1100266	0	46	0	46	0	no	1193	1062495	3	5988	0.0025146689019279	0.0056357912272528	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-M14	Tropics	0.44	1372887	93	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	1476222.5806451612	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	HIMB59	HIMB59	HIMB59	HIMB59 sp902615815	31.07	-64.17	Northern_Atlantic	10	EPI	11.168329742987	1372887	0	1372887	0	16	0	16	0	no	1495	1323255	0	0	0	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no	NA	NA
AG-916-M15	Tropics	0.2	1131288	90	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1256986.6666666667	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp003209915	31.07	-64.17	Northern_Atlantic	10	EPI	9.69042615495967	1131288	0	1131288	0	35	0	35	0	no	1233	1091229	4	4632	0.0032441200324412	0.0042447552255301	Unknown	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AG-916-M22	Tropics	0.38	1379441	60	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS7_marine_group;g__?;s__?	2299068.3333333335	AG-916	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA10066	MED-G20	MED-G20 sp016780365	31.07	-64.17	Northern_Atlantic	10	EPI	7.32256588739723	1379441	0	1379441	0	68	0	68	0	no	1242	1316031	2	2181	0.001610305958132	0.0016572557941264	Unknown	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-N03	Tropics	0.34	920211	87	k__Bacteria;p__Marinimicrobia_(SAR406_clade);c__?;o__?;f__?;g__?;s__?	1057713.7931034483	AG-916	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	Marinisomataceae	Marinisoma	Marinisoma sp000402655	31.07	-64.17	Northern_Atlantic	10	EPI	12.1062476251776	920211	0	920211	0	18	0	18	0	no	955	891870	2	2454	0.0020942408376963	0.0027515220828147	Unknown	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-N07	Tropics	0.34	904776	55	no SSU regions found	1645047.2727272727	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	TMED127	TMED127	GCA-2691245	GCA-2691245 sp902522465	31.07	-64.17	Northern_Atlantic	10	EPI	8.86911107155543	904776	0	904776	0	39	0	39	0	no	996	872043	1	1140	0.001004016064257	0.0013072749852931	Unknown	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-N10	Tropics	0.22	689933	59	no SSU regions found	1169377.966101695	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	GCA-2704625	Unknown	31.07	-64.17	Northern_Atlantic	10	EPI	6.29565775885132	689933	0	689933	0	40	0	40	0	no	776	669939	2	1560	0.0025773195876288	0.0023285702131089	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-N14	Tropics	0.36	1273736	93	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1369608.6021505375	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902599335	31.07	-64.17	Northern_Atlantic	10	EPI	8.76328933881438	1273736	0	1273736	0	23	0	23	0	no	1372	1232295	6	7335	0.0043731778425655	0.0059523084975594	Unknown	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	yes	2	2
AG-916-N15	Tropics	0.35	1258564	93	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__AEGEAN-169_marine_group;s__?	1353294.6236559139	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	HIMB59	HIMB59	HIMB59	HIMB59 sp902599405	31.07	-64.17	Northern_Atlantic	10	EPI	11.7739174237323	1258564	0	1258564	0	34	0	34	0	no	1375	1212621	1	1527	0.0007272727272727	0.0012592557773615	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-N21	Tropics	0.28	714342	71	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__?;g__?;s__?	1006115.4929577465	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	GCA-2704625	GCA-2704625 sp902587295	31.07	-64.17	Northern_Atlantic	10	EPI	8.46816620528013	714342	0	714342	0	29	0	29	0	no	769	690285	2	1944	0.0026007802340702	0.0028162280797062	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-O06	Tropics	0.19	915062	82	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_3;g__?;s__?	1115929.268292683	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	MED727	MED727 sp902599495	31.07	-64.17	Northern_Atlantic	10	EPI	8.88131640459428	915062	0	915062	0	27	0	27	0	no	1000	883716	3	3078	0.003	0.003483019431582	Unknown	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
AG-916-O09	Tropics	0.94	1020481	60	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus;s__?	1700801.6666666667	AG-916	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_A	Prochlorococcus_A sp003280885	31.07	-64.17	Northern_Atlantic	10	EPI	10.5615971805725	1020481	0	1020481	0	56	0	56	0	no	1224	919287	3	3048	0.0024509803921568	0.0033156130783966	Unknown	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	yes	1	1
AG-916-O13	Tropics	0.19	1078715	90	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Surface_1;g__?;s__?	1198572.2222222222	AG-916	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902599625	31.07	-64.17	Northern_Atlantic	10	EPI	10.242895927853	1078715	0	1078715	0	13	0	13	0	no	1155	1045647	3	3063	0.0025974025974025	0.0029292868434567	Unknown	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	yes	2	2
