genome,Sample,Sample feature,FACS mode,Estimated cell diameter (μm),WGA-X Cp (h),Raw read count,Assembly size (Mbp),Final contigs count,Max contig length,GC content (%),Genome completeness (%),Estimated genome size (Mbp)
AG-892-E21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2.083333333,3805136,1192465,34,307599,30,83,1.44
AG-892-E23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,1.666666667,3409982,1184485,21,413518,31,83,1.43
AG-892-F02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.7,2972995,1159649,27,255250,29,90,1.29
AG-892-F05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2.5,2992458,333730,27,53418,34,21,
AG-892-F07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.41,1.883333333,3128854,1488105,46,160781,37,58,2.57
AG-892-F08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.51,3.6,505041,68536,7,33948,31,0,
AG-892-F10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.816666667,3452616,1427138,15,320234,30,89,1.6
AG-892-F11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.42,3.366666667,457930,298358,34,24421,30,27,
AG-892-F13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.71,2.833333333,393784,69295,4,36169,28,0,
AG-892-F14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,3.833333333,503649,327895,41,22551,29,15,
AG-892-F15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.833333333,3163314,1397227,15,316149,29,99,1.41
AG-892-F16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.54,4.183333333,654782,80678,10,12364,32,5,
AG-892-F18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.816666667,4504520,1386519,23,325775,36,62,2.24
AG-892-F19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.5,2.283333333,3980098,842132,39,165579,40,29,
AG-892-F21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.133333333,3740255,632982,42,74925,29,39,
AG-892-F22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,1.916666667,4120446,1548306,99,180500,32,47,
AG-892-F23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,2.25,854446,114092,6,48719,33,4,
AG-892-G02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.766666667,2914266,1002936,35,210702,29,86,1.17
AG-892-G03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.883333333,3155946,1159029,36,123955,30,72,1.61
AG-892-G04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2.533333333,2986323,1074083,17,176077,34,59,1.82
AG-892-G06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.38,2.616666667,480871,652897,41,67868,52,0,
AG-892-G08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,4.15,544303,56162,8,19051,31,10,
AG-892-G09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.46,2.133333333,3405126,1173989,45,209257,31,70,1.68
AG-892-G11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.2,3745615,985813,64,63516,34,42,
AG-892-G14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.766666667,3410421,1199601,27,262960,31,65,1.85
AG-892-G16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.666666667,3704662,1248994,7,612038,32,68,1.84
AG-892-G17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.49,2.133333333,3781045,946196,53,112648,32,50,1.89
AG-892-G19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,5.033333333,427340,26604,3,10285,31,0,
AG-892-G21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.57,3.166666667,557289,59535,5,20274,33,0,
AG-892-G22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.5,1.783333333,3764133,1174946,22,246665,29,77,1.53
AG-892-G23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,2.25,3969948,955147,64,77997,47,26,
AG-892-I02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.683333333,3187022,1469293,23,342415,29,87,1.69
AG-892-I03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2,3183118,1073366,44,160563,29,72,1.49
AG-892-I04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,1.816666667,3139685,1007521,22,227867,32,56,1.8
AG-892-I05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,2.85,487629,54934,5,44300,29,0,
AG-892-I07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.6,272149,457344,31,80235,30,38,
AG-892-I10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,2.616666667,342743,414992,22,94701,30,30,
AG-892-I13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.95,3303156,1548812,65,287859,31,64,2.42
AG-892-I15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.616666667,424005,271169,17,45657,41,12,
AG-892-I16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,2.216666667,3463380,477713,23,80389,33,29,
AG-892-I17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,4.3,497143,55312,12,8679,49,0,
AG-892-I19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,7.366666667,387050,38548,12,4434,30,5,
AG-892-I20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,2.033333333,3137711,326746,18,59717,28,11,
AG-892-I21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.63,1.9,3625884,2030787,94,123054,44,62,3.28
AG-892-I22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,2.816666667,433979,59134,7,19322,29,6,
AG-892-J03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.35,1.733333333,2975212,1376173,28,399332,29,95,1.45
AG-892-J04,SWC-09,BATS Mixed Layer ~20% narB,RSG,1,2.033333333,3044154,1260461,47,156914,30,90,1.4
AG-892-J05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.73,1.966666667,3422251,1232387,50,183377,31,76,1.62
AG-892-J06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.43,2.25,3596141,1415215,68,181527,37,47,
AG-892-J07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.57,4.383333333,335386,88244,17,12542,30,2,
AG-892-J08,SWC-09,BATS Mixed Layer ~20% narB,RSG,1.02,2.433333333,630434,155839,11,44114,32,10,
AG-892-J10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,2.3,3086133,629512,30,117585,31,36,
AG-892-J13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,2.3,3418828,1199791,18,357976,30,67,1.79
AG-892-J14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.44,2.133333333,3443665,1060214,69,101476,32,64,1.66
AG-892-J15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,2.05,3328527,684026,24,107795,34,49,
AG-892-J17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,2.083333333,3779238,1043451,51,126838,29,65,1.61
AG-892-J18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.48,2.116666667,3802317,1082858,51,126606,31,63,1.72
AG-892-J20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.79,2.9,841590,39503,4,26976,36,0,
AG-892-J21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2.166666667,3800252,766324,28,163026,34,48,
AG-892-J22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,1.75,3760644,1141369,37,171906,30,64,1.78
AG-892-K03,SWC-09,BATS Mixed Layer ~20% narB,RSG,1.33,2.483333333,3421542,772991,43,106338,54,18,
AG-892-K05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2,3555294,1038353,23,219023,30,96,1.08
AG-892-K07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.983333333,3293586,1241293,28,163546,29,84,1.48
AG-892-K08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,2.433333333,3124472,455824,26,67483,29,26,
AG-892-K09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,2,3235136,1049273,22,191836,29,66,1.59
AG-892-K10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.44,2.233333333,3160023,1202536,50,203951,32,71,1.69
AG-892-K13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,3,351057,172752,16,35303,30,4,
AG-892-K14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,2.25,3421662,1207156,52,188907,48,47,
AG-892-K16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,2.633333333,448663,368678,39,47112,42,20,
AG-892-K17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.35,2.066666667,3486669,1002981,60,99835,31,69,1.45
AG-892-K19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,2.316666667,3474620,325522,30,38123,26,4,
AG-892-K21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,1.7,3543259,1788745,26,299424,31,87,2.06
AG-892-K22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.333333333,595841,41737,1,41737,41,0,
AG-892-K23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.97,4.066666667,426264,35772,4,12128,30,8,
AG-892-L02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.53,2.216666667,2871839,870647,50,71958,31,51,1.71
AG-892-L04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.46,2.35,3668762,1073069,38,142894,32,68,1.58
AG-892-L05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,2.083333333,3275814,990034,34,157254,29,86,1.15
AG-892-L08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.89,4.283333333,478625,68616,4,29676,30,0,
AG-892-L09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,2.783333333,566096,952759,19,168849,32,55,1.73
AG-892-L10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.42,2.983333333,465259,547351,32,72326,29,50,1.09
AG-892-L14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.5,3717092,301796,13,74862,54,0,
AG-892-L15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.866666667,425023,436232,27,42666,31,17,
AG-892-L16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.35,2.933333333,495938,233319,35,26974,28,0,
AG-892-L17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.883333333,3639603,1081069,41,237687,30,77,1.4
AG-892-L18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,1.85,3430524,866866,29,188618,29,73,1.19
AG-892-L19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.616666667,394539,652339,46,88163,29,44,
AG-892-L20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,2.8,618089,538509,37,62728,30,34,
AG-892-L22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.49,3.233333333,616282,151186,13,27223,61,0,
AG-892-L23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.99,4.783333333,723105,35894,8,7352,31,0,
AG-892-M02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.683333333,3227679,1260943,6,856621,33,69,1.83
AG-892-M03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.57,1.8,3150347,2282643,51,234521,37,85,2.69
AG-892-M06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,1.95,3566250,1239125,10,467395,33,94,1.32
AG-892-M07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,2.083333333,3176329,1182551,31,163184,31,73,1.62
AG-892-M11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.48,2.183333333,3654235,391717,9,180037,37,16,
AG-892-M13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,2.483333333,3663682,878655,56,89222,29,52,1.69
AG-892-M15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.45,3.216666667,296081,194826,19,23271,30,0,
AG-892-M16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.47,1.933333333,3232794,1189807,51,157186,39,56,2.12
AG-892-M17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,1.966666667,3707810,1433817,68,96162,31,53,2.71
AG-892-M18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.46,1.95,3671569,884118,35,165766,32,53,1.67
AG-892-M20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.666666667,3526343,973686,10,288156,34,73,1.33
AG-892-M21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.81,2.183333333,3827123,544203,45,36015,32,33,
AG-892-M22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,1.716666667,3689157,1448175,36,187448,37,65,2.23
AG-892-N05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,6.75,609024,38042,7,8652,30,0,
AG-892-N06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.983333333,3412652,1112275,31,221186,30,81,1.37
AG-892-N07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.816666667,446559,128768,14,36017,30,15,
AG-892-N09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,3.9,490172,81229,6,26091,32,4,
AG-892-N10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,2.866666667,393418,386180,26,87164,29,9,
AG-892-N13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,3.85,493113,115382,17,18632,31,0,
AG-892-N14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,2.566666667,3670801,691701,31,177507,31,53,1.31
AG-892-N17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,2.15,3436626,810722,37,117055,29,57,1.42
AG-892-N18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.38,1.783333333,3426777,1619239,43,727698,31,73,2.22
AG-892-N21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.38,1.616666667,3514602,1776021,55,239286,31,70,2.54
AG-892-N22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,2.033333333,3571968,925397,41,133244,29,60,1.54
AG-892-O02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.41,2.766666667,257197,53345,9,16187,25,0,
AG-892-O03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.983333333,3482906,1004816,29,177279,29,82,1.23
AG-892-O04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,2.016666667,3458249,1107667,40,240279,31,56,1.98
AG-892-O05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.78,3.45,361556,21194,2,17460,28,0,
AG-892-O07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,1.833333333,3515166,2156702,59,305430,31,91,2.37
AG-892-O08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,2.05,3446063,868107,40,88014,28,64,1.36
AG-892-O09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,1.883333333,3475832,1253631,26,221682,31,93,1.35
AG-892-O10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,2.116666667,3211794,773127,27,139261,33,39,
AG-892-O11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2,3625342,1006158,27,207394,33,66,1.52
AG-892-O13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2.116666667,3489166,628417,28,104353,29,63,1
AG-892-O14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,2.133333333,3739550,966144,17,284240,32,52,1.86
AG-892-O15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.51,2,3256338,1057217,61,73276,32,72,1.47
AG-892-O16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.6,3597253,1983176,52,324447,31,84,2.36
AG-892-O17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,2.266666667,3696427,534326,46,61000,54,0,
AG-892-O18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.45,5.416666667,544199,43146,10,8884,29,0,
AG-892-O19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.19,2.083333333,3905737,939208,23,113542,30,83,1.13
AG-892-O20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.95,3779373,679047,39,62975,33,46,
AG-892-O21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.39,1.733333333,3975983,954098,53,66196,31,53,1.8
AG-892-P03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,2.366666667,3142112,401563,32,37516,32,32,
AG-892-P04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,2.416666667,3831468,952033,39,117545,47,26,
AG-892-P07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.72,3.8,478590,49316,6,15152,47,0,
AG-892-P08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,2.316666667,3393740,563305,34,108129,28,51,1.1
AG-892-P09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,2.15,3030238,830738,33,131956,31,48,
AG-892-P10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,4.283333333,408266,140422,26,10893,30,15,
AG-892-P11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,2.666666667,451842,214629,20,44037,31,16,
AG-892-P13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,2.566666667,3200238,678698,59,58683,31,37,
AG-892-P16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,3.766666667,503489,69874,5,44884,26,1,
AG-892-P17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.71,3.6,543991,107719,14,17062,31,14,
AG-892-P18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,1.933333333,3681955,723928,35,126864,30,65,1.11
AG-892-P19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.19,4.633333333,442071,48329,11,8241,31,4,
AG-892-P21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.733333333,3578683,702278,24,230029,29,38,
AG-892-P22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.46,3.566666667,712660,112247,20,17210,32,0,
AG-892-P23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,1.983333333,3932620,960888,31,191236,36,45,
AG-893-A01,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,1.55,2952276,1211182,12,362050,32,66,1.84
AG-893-A03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,2.05,2643505,446660,40,52258,29,33,
AG-893-A04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.966666667,3236556,123262,9,28694,39,0,
AG-893-A06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,1.683333333,2958166,1590460,23,491298,29,99,1.61
AG-893-A11,SWC-09,BATS Mixed Layer ~20% narB,RSG,,2.25,3356672,319242,18,41930,31,16,
AG-893-A13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.48,1.983333333,3146306,1067954,67,98605,31,68,1.57
AG-893-A14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.58,1.983333333,3055782,979943,57,110221,52,20,
AG-893-A15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.883333333,3008739,966721,32,195578,31,63,1.53
AG-893-A21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.816666667,3211782,1540741,19,485882,29,92,1.67
AG-893-A23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.75,2.083333333,3424482,314729,58,16018,45,12,
AG-893-B02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.43,1.833333333,2964734,1103242,62,113727,32,71,1.55
AG-893-B06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.75,3386117,1244282,28,188144,30,88,1.41
AG-893-B07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.833333333,3018174,1104034,41,108450,33,80,1.38
AG-893-B09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2.583333333,380215,288313,39,19348,29,23,
AG-893-B10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,1.933333333,2738059,977452,39,186974,30,79,1.24
AG-893-B13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.033333333,428456,110151,10,35884,32,4,
AG-893-B17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.48,2.466666667,425276,364042,52,29178,42,18,
AG-893-B18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.983333333,3148943,575250,37,77017,30,38,
AG-893-B20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,2.583333333,393865,330142,32,43135,30,15,
AG-893-B22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2.066666667,3077909,290043,16,63443,30,13,
AG-893-B23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.64,1.866666667,3050523,209083,10,80575,31,14,
AG-893-C02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.19,2.033333333,387840,101847,15,19702,33,9,
AG-893-C03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,1.866666667,3166105,625661,32,213750,33,42,
AG-893-C04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,2.233333333,2946560,187328,15,37286,28,3,
AG-893-C05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.49,1.816666667,3287348,1268813,39,155016,31,80,1.59
AG-893-C06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,3.516666667,424022,94759,24,6156,36,0,
AG-893-C11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.43,2.4,342501,39560,4,15740,38,0,
AG-893-C13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.766666667,3278124,985781,15,556390,34,58,1.7
AG-893-C16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.683333333,3059635,1505236,12,427434,36,72,2.09
AG-893-D02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.39,2,2817430,899645,72,49235,31,53,1.7
AG-893-D04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.883333333,2701459,1153736,20,259590,35,69,1.67
AG-893-D08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.51,2.166666667,2965204,527511,59,44410,30,18,
AG-893-D09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.783333333,3190056,957359,11,213439,35,72,1.33
AG-893-D13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,2.9,495801,27292,1,27292,37,0,
AG-893-D14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,2.583333333,341971,363698,34,48824,52,0,
AG-893-D15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,2.2,358037,82129,2,62034,32,0,
AG-893-D16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,2.016666667,3147584,786034,32,152188,31,46,
AG-893-D17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.9,3279131,1004495,35,138336,36,48,
AG-893-D18,SWC-09,BATS Mixed Layer ~20% narB,RSG,1.23,3.383333333,365596,66004,16,7703,35,0,
AG-893-D21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,2.4,393990,634281,54,57314,30,29,
AG-893-D22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.483333333,398094,437513,36,45010,30,23,
AG-893-D23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,2.366666667,535803,62719,10,17187,34,12,
AG-893-E02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.95,3021593,531975,40,90749,33,40,
AG-893-E03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.37,2.2,2887629,101299,9,48214,27,4,
AG-893-E04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.766666667,2845720,950943,26,140772,29,65,1.46
AG-893-E05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.64,2.083333333,3169866,852523,44,80904,52,26,
AG-893-E06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,1.866666667,3306655,1294701,65,124291,39,68,1.9
AG-893-E10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.37,2.45,267976,98530,15,12075,36,2,
AG-893-E11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,1.75,3049395,1424841,20,461811,29,78,1.83
AG-893-E14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.4,356658,228180,36,25759,27,1,
AG-893-E15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.833333333,3189344,1302677,33,145711,31,93,1.4
AG-893-E16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.683333333,3113441,1368895,14,337240,30,90,1.52
AG-893-E19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2.3,302404,57529,3,27677,42,7,
AG-893-E21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.7,2937933,1295593,23,172591,31,93,1.39
AG-893-E22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.716666667,3043407,1207266,9,424996,32,65,1.86
AG-893-E23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,1.616666667,3503815,1391503,14,554588,30,95,1.46
AG-893-F02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,1.966666667,2885999,187663,11,67070,31,12,
AG-893-F03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,2.633333333,146849,130272,22,29375,23,0,
AG-893-F05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,1.766666667,2815969,1450322,41,202221,29,95,1.53
AG-893-F11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.666666667,3169061,1190016,4,953439,30,100,1.19
AG-893-F13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.19,2.483333333,295937,193195,26,29192,29,23,
AG-893-F15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.916666667,2969668,946340,44,104962,30,47,
AG-893-F17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.58,2.616666667,409395,172163,33,21599,34,9,
AG-893-F19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.5,2.433333333,342228,181029,28,18235,29,13,
AG-893-F20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.64,1.716666667,2891017,1258698,34,191707,32,82,1.53
AG-893-F21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,2.066666667,3294635,550728,31,93230,32,30,
AG-893-F23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.916666667,3141821,1433040,48,112274,29,87,1.65
AG-893-G02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.58,1.766666667,2699341,696276,28,94361,32,41,
AG-893-G05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.833333333,3374379,2106961,46,267357,31,86,2.45
AG-893-G06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.033333333,2961593,627630,39,89320,28,53,1.18
AG-893-G09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,2.366666667,345137,324484,33,72312,30,32,
AG-893-G10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,2.85,330496,20759,2,15137,29,0,
AG-893-G11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.44,1.9,3376253,1177735,47,122438,32,70,1.68
AG-893-G13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.966666667,3197756,350249,31,45333,30,14,
AG-893-G16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.49,1.766666667,3153281,2025197,80,247003,51,41,
