genome	system	instances
AM-164-D06	AbiU	1
AM-164-D13	Retron	1
AM-164-D16	PsyrTA	1
AM-164-D22	PsyrTA	1
AM-164-E03	RM	1
AM-164-E05	RM	3
AM-164-E11	RM	1
AM-164-E13	RM	1
AM-164-E20	RM	1
AM-164-E23	AbiU	1
AM-164-E23	RM	2
AM-164-F02	Retron	1
AM-164-F02	RM	2
AM-164-F08	RM	1
AM-164-F13	RM	3
AM-164-F14	Azaca	1
AM-164-G04	AbiU	1
AM-164-G06	RM	1
AM-164-G08	Dpd	1
AM-164-G09	RM	1
AM-164-G10	Eleos	1
AM-164-I04	RM	1
AM-164-I16	BREX	1
AM-164-I16	RM	1
AM-164-I20	PsyrTA	1
AM-164-I21	AbiU	1
AM-164-J08	Dnd	1
AM-164-J16	RM	1
AM-164-J18	DISARM	1
AM-164-J18	RM	1
AM-164-J19	AbiU	1
AM-164-J22	Zorya	1
AM-164-J22	RM	2
AM-164-K02	Viperin	1
AM-164-K03	RM	1
AM-164-K04	RM	1
AM-164-K07	RM	1
AM-164-K11	DarTG	1
AM-164-K11	PD-T4-3	1
AM-164-K11	RM	1
AM-164-K17	AbiE	1
AM-164-K17	Wadjet	1
AM-164-K17	RM	1
AM-164-K21	RM	2
AM-164-L09	RM	1
AM-164-L11	RM	1
AM-164-L15	RM	1
AM-164-L16	RM	1
AM-164-L17	RM	1
AM-164-L20	AbiU	1
AM-164-L20	RM	1
AM-164-M04	RM	1
AM-164-M05	AbiU	1
AM-164-M09	RM	1
AM-164-M10	RM	1
AM-164-M13	PD-T4-3	1
AM-164-M13	RM	1
AM-164-M23	BREX	1
AM-164-M23	RM	1
AM-164-N10	RM	1
AM-164-N17	RM	2
AM-164-O04	AbiU	1
AM-164-O04	RM	2
AM-164-O08	AbiU	1
AM-164-O11	AbiU	1
AM-164-O11	RM	3
AM-164-O17	AbiU	1
AM-164-O17	RM	2
AM-164-O23	dXTPase	1
AM-164-O23	RM	1
AM-164-P02	AbiU	1
AM-164-P02	RM	1
AM-164-P03	RM	1
AM-164-P04	AbiU	1
AM-164-P14	AbiU	1
AM-164-P17	RM	1
AM-164-P18	RM	1
AM-164-P19	AbiU	1
AM-164-P20	RM	2
AM-181-A03	BREX	1
AM-181-A03	RM	1
AM-181-A07	RM	2
AM-181-A09	RM	1
AM-181-A11	SoFic	1
AM-181-A15	AbiU	1
AM-181-A15	RM	2
AM-181-A16	AbiU	1
AM-181-A16	RM	1
AM-181-A17	RM	1
AM-181-A21	RM	1
AM-181-B03	RM	1
AM-181-B06	DarTG	1
AM-181-B16	BREX	1
AM-181-B16	RM	2
AM-181-B17	AbiU	1
AM-181-B21	RM	1
AM-181-B22	RM	1
AM-181-C09	Dpd	1
AM-181-C09	Retron	1
AM-181-C11	SspBCDE	1
AM-181-C13	RM	1
AM-181-C17	RM	2
AM-181-C18	DarTG	1
AM-181-C22	Dnd	1
AM-181-D03	RM	1
AM-181-D05	RM	1
AM-181-D10	RM	3
AM-181-D11	AbiU	1
AM-181-D13	dXTPase	1
AM-181-D13	RL	1
AM-181-D13	PfiAT	1
AM-181-D13	SoFic	1
AM-181-D13	RM	1
AM-181-D13	Cas	1
AM-181-D14	RM	1
AM-181-D15	AbiU	1
AM-181-D15	RM	2
AM-181-D22	AbiU	1
AM-181-D22	RM	2
AM-181-E08	AbiU	1
AM-181-E09	AbiU	1
AM-181-E11	AbiU	1
AM-181-F03	Lamassu	1
AM-181-F03	Cas	1
AM-181-G09	RM	3
AM-181-G17	RM	1
AM-181-G18	AbiU	1
AM-181-G19	Dpd	1
AM-181-G20	DISARM	1
AM-181-G20	RM	1
AM-181-G22	RM	3
AM-181-G23	PsyrTA	1
AM-181-I02	RM	1
AM-181-I05	RM	1
AM-181-I07	dXTPase	1
AM-181-I07	Gabija	1
AM-181-I07	Retron	1
AM-181-I07	RM	2
AM-181-I07	Cas	1
AM-181-I14	RM	2
AM-181-I15	AbiU	1
AM-181-I16	RM	1
AM-181-I17	RM	1
AM-181-J09	ShosTA	1
AM-181-J19	DISARM	1
AM-181-J21	RM	2
AM-181-K03	AbiU	1
AM-181-K04	AbiU	1
AM-181-K04	RM	1
AM-181-K05	Lamassu	1
AM-181-K05	RM	1
AM-284-A06	RM	2
AM-284-A07	Druantia	1
AM-284-A07	Zorya	1
AM-284-A16	SoFic	1
AM-284-A16	RM	3
AM-284-A20	PsyrTA	1
AM-284-A20	Tiamat	1
AM-284-A20	RM	2
AM-284-B11	RM	2
AM-284-B16	RM	1
AM-284-B18	BREX	1
AM-284-B19	RM	4
AM-284-B21	AbiU	1
AM-284-B23	PD-Lambda-1	1
AM-284-B23	CBASS	1
AM-284-B23	RM	1
AM-284-C04	RM	2
AM-284-C05	Dnd	1
AM-284-C05	RM	1
AM-284-C08	PARIS	1
AM-284-C08	Retron	1
AM-284-C09	RM	1
AM-284-C20	AbiU	1
AM-284-C21	AbiU	1
AM-284-C23	PD-T4-3	1
AM-181-K09	AbiU	1
AM-181-K11	AbiU	1
AM-181-K11	RM	1
AM-181-K23	RM	1
AM-181-L06	RM	1
AM-181-L09	AbiU	1
AM-181-L09	RM	1
AM-181-L13	RM	2
AM-181-L19	DISARM	1
AM-181-L20	RM	1
AM-181-M14	RM	2
AM-181-M15	DISARM	1
AM-181-M15	RM	3
AM-181-M16	RM	1
AM-181-M18	RM	1
AM-181-M19	AbiU	1
AM-181-M21	Viperin	1
AM-181-M21	Mokosh	1
AM-181-M21	RM	1
AM-181-M22	RM	1
AM-181-M23	AbiU	1
AM-181-M23	RM	1
AM-181-N14	Viperin	1
AM-181-N14	Mokosh	1
AM-181-N20	AbiU	1
AM-181-N23	AbiU	1
AM-181-O02	RM	1
AM-181-O08	RM	2
AM-181-O11	RM	1
AM-181-O15	PfiAT	1
AM-181-P01	SoFic	1
AM-181-P01	PfiAT	1
AM-181-P01	RM	6
AM-181-P04	AbiU	1
AM-181-P05	RM	1
AM-181-P11	SoFic	1
AM-181-P13	Dnd	1
AM-181-P14	RM	1
AM-181-P19	AbiU	1
AM-184-A04	PD-T4-3	1
AM-184-A08	dXTPase	1
AM-184-A17	RM	1
AM-184-B13	RM	1
AM-184-C02	PD-Lambda-1	1
AM-184-C06	AbiU	1
AM-184-C18	RM	2
AM-184-D03	AbiU	1
AM-184-D03	Cas	1
AM-184-D07	dXTPase	1
AM-184-D23	AbiU	1
AM-184-E02	DarTG	1
AM-184-E02	RM	2
AM-184-E13	DISARM	1
AM-184-E14	AbiU	1
AM-184-F13	RM	2
AM-184-F20	AbiU	1
AM-184-F21	AbiU	1
AM-184-G08	AbiU	2
AM-184-G09	dXTPase	1
AM-184-G20	AbiU	1
AM-184-G20	RM	2
AM-184-G21	Lamassu	1
AM-184-G22	RM	1
AM-184-I03	RM	1
AM-184-I05	RM	1
AM-184-I10	Eleos	1
AM-184-I19	RM	2
AM-184-I19	Cas	1
AM-184-I22	RM	2
AM-184-J02	dXTPase	1
AM-184-J05	AbiU	1
AM-184-J05	RM	1
AM-184-J06	PsyrTA	1
AM-184-J06	Dpd	1
AM-184-J06	RM	1
AM-184-J07	AbiU	1
AM-184-J08	AbiU	1
AM-184-J10	RM	1
AM-184-J17	AbiU	1
AM-184-J17	RM	1
AM-184-J18	RM	4
AM-184-J21	AbiU	1
AM-184-K04	PsyrTA	1
AM-184-K04	RM	1
AM-184-K07	AbiU	1
AM-184-K08	RM	2
AM-184-K10	AbiU	1
AM-184-K10	RM	1
AM-184-K19	RM	1
AM-184-K23	DISARM	1
AM-184-K23	RM	2
AM-184-L02	AbiU	1
AM-184-L02	RM	2
AM-184-L03	Zorya	1
AM-184-L03	Tiamat	1
AM-184-L03	RM	1
AM-184-L05	RM	1
AM-184-L10	AbiU	1
AM-184-L15	RM	2
AM-184-L17	Druantia	1
AM-184-L17	RM	2
AM-184-M03	RM	1
AM-184-M08	RM	1
AM-184-M16	RM	1
AM-184-M19	RM	2
AM-184-N02	AbiU	1
AM-184-N04	RM	1
AM-184-N09	RM	1
AM-184-N10	RM	1
AM-184-N21	Shango	1
AM-184-O05	AbiU	1
AM-184-O06	RM	1
AM-184-O11	RM	2
AM-184-O14	RM	1
AM-184-O21	AbiU	1
AM-184-O23	RM	1
AM-184-P05	AbiU	1
AM-184-P08	RM	2
AM-184-P09	AbiU	1
AM-184-P10	RM	1
AM-184-P11	RM	2
AM-184-P13	PARIS	1
AM-184-P13	pAgo	1
AM-184-P14	AbiU	1
AM-184-P19	Dpd	1
AM-184-P21	dXTPase	1
AM-187-A01	RM	1
AM-187-A04	AbiU	1
AM-187-A18	AbiU	1
AM-187-A18	RM	1
AM-187-A20	RM	3
AM-187-B05	Lamassu	1
AM-187-B07	RM	1
AM-187-B09	RM	1
AM-187-B11	RM	1
AM-187-B14	Zorya	1
AM-187-C03	SspBCDE	1
AM-187-C08	dXTPase	1
AM-187-C08	RM	1
AM-187-C17	RM	1
AM-187-C22	AbiU	1
AM-187-C23	RM	2
AM-187-D09	RM	1
AM-187-D15	RM	2
AM-187-D21	DarTG	1
AM-187-D23	PsyrTA	1
AM-187-E02	RM	1
AM-187-E09	ShosTA	1
AM-187-E11	RM	1
AM-187-F14	RM	1
AM-187-F18	AbiU	1
AM-187-F18	RM	1
AM-187-F20	RM	1
AM-187-G03	RM	2
AM-187-G23	RM	2
AM-187-I02	PD-T4-3	1
AM-187-I06	RM	1
AM-187-I07	PD-T4-3	1
AM-187-I08	AbiU	1
AM-187-I08	RM	3
AM-187-I16	PD-T4-3	1
AM-187-I16	RM	1
AM-187-J04	PsyrTA	1
AM-187-K05	RM	1
AM-187-K11	RM	2
AM-187-K20	Viperin	1
AM-187-K20	RM	2
AM-187-K21	dXTPase	1
AM-187-K22	RM	2
AM-187-L02	RM	1
AM-187-L05	AbiU	1
AM-187-L08	AbiU	1
AM-187-L15	RM	1
AM-187-L18	RM	1
AM-187-L22	RM	1
AM-187-M03	DarTG	1
AM-284-D06	AbiU	1
AM-284-D08	AbiU	1
AM-284-D08	DISARM	1
AM-284-D08	RM	1
AM-284-D10	dXTPase	1
AM-284-D11	RM	1
AM-284-D13	AbiU	1
AM-284-D15	RM	1
AM-284-D16	AbiU	1
AM-284-D19	AbiU	1
AM-284-E03	AbiU	1
AM-284-E03	RM	1
AM-284-E04	Dnd	1
AM-284-E05	Zorya	1
AM-284-E09	AbiU	1
AM-284-E09	RM	2
AM-284-E13	Dnd	1
AM-284-E14	AbiU	1
AM-284-E14	DarTG	1
AM-284-E16	RM	2
AM-284-F02	RM	3
AM-284-F15	AbiU	1
AM-284-F18	Azaca	1
AM-284-F18	RM	1
AM-284-G06	RM	1
AM-284-G07	RM	1
AM-284-G09	RM	1
AM-284-G10	AbiU	1
AM-187-M04	RM	2
AM-187-M09	AbiU	1
AM-187-M16	PsyrTA	1
AM-187-N02	RM	1
AM-187-N05	Cas	1
AM-187-N14	RM	2
AM-187-N15	RM	1
AM-187-O04	dXTPase	1
AM-187-O08	AbiU	1
AM-187-O15	RM	1
AM-187-O17	RM	1
AM-187-P02	RM	1
AM-187-P03	RM	1
AM-187-P13	dXTPase	1
AM-201-A01	Tiamat	1
AM-201-A01	RM	3
AM-201-A04	Retron	1
AM-201-A08	AbiU	1
AM-201-A11	PD-T4-3	1
AM-201-A13	RM	1
AM-201-A15	RM	1
AM-201-A16	PsyrTA	1
AM-201-A17	AbiU	1
AM-201-A20	RM	1
AM-201-B03	RM	1
AM-201-B04	RM	1
AM-201-B09	RM	1
AM-201-B15	Retron	1
AM-201-B17	RM	2
AM-201-B19	RM	1
AM-201-B20	AbiU	1
AM-201-B20	DarTG	1
AM-201-B20	Dnd	1
AM-201-C05	RM	1
AM-201-C06	Mokosh	1
AM-201-C11	dXTPase	1
AM-201-C22	RM	3
AM-201-D08	AbiU	1
AM-201-D15	PsyrTA	1
AM-201-D15	RM	1
AM-201-D18	AbiU	1
AM-201-D18	Cas	1
AM-201-D20	AbiU	1
AM-201-D22	RM	1
AM-201-E02	RM	1
AM-201-E03	AbiU	1
AM-201-E05	RM	1
AM-201-E11	RM	1
AM-201-E15	RM	1
AM-201-E17	RM	1
AM-201-E22	RM	2
AM-201-F03	RM	1
AM-201-F11	Cas	2
AM-201-F13	RM	1
AM-201-F14	RM	1
AM-201-F15	AbiU	1
AM-201-F15	RM	1
AM-201-F18	BREX	1
AM-201-F20	AbiU	1
AM-201-F22	RM	1
AM-201-G05	RM	1
AM-201-G09	RM	1
AM-201-G11	RM	3
AM-201-G13	RM	1
AM-201-G18	AbiU	1
AM-201-G18	Cas	1
AM-201-I07	RM	1
AM-201-I16	RM	1
AM-201-I20	dXTPase	1
AM-201-I20	RM	1
AM-201-I21	RM	1
AM-201-J02	AbiU	1
AM-201-J03	RM	1
AM-201-J07	dXTPase	1
AM-201-J07	RM	1
AM-201-J08	AbiU	1
AM-201-J08	RM	2
AM-201-J14	AbiU	1
AM-201-J15	SspBCDE	1
AM-201-J16	PsyrTA	1
AM-201-J17	RM	1
AM-201-J22	RM	3
AM-201-K06	ShosTA	1
AM-201-K07	RM	1
AM-201-K10	PsyrTA	1
AM-201-K10	Pycsar	1
AM-201-K10	RM	1
AM-201-K15	RM	3
AM-201-K16	RM	1
AM-201-K17	PD-T4-3	1
AM-201-K17	RM	1
AM-201-L03	PD-T4-3	1
AM-201-L03	Zorya	1
AM-201-L06	RM	1
AM-201-L11	RM	1
AM-201-L13	RM	2
AM-201-L15	RM	2
AM-201-L16	RM	1
AM-201-L19	PsyrTA	1
AM-201-L21	RM	1
AM-201-L23	RM	1
AM-201-M06	RM	1
AM-201-M09	RM	1
AM-201-M16	RM	1
AM-201-N10	RM	1
AM-201-N13	RM	1
AM-201-N18	RM	3
AM-201-N23	RM	2
AM-201-O02	RM	1
AM-201-O15	RM	1
AM-201-P01	AbiU	1
AM-201-P06	RM	1
AM-206-A05	Zorya	1
AM-206-A15	AbiU	1
AM-206-A20	AbiU	1
AM-206-A20	RM	1
AM-206-B19	RM	1
AM-206-C05	RM	2
AM-206-C09	RM	1
AM-206-C23	RM	1
AM-206-D07	RM	1
AM-206-D21	RM	1
AM-206-E02	RM	1
AM-206-E11	RM	1
AM-206-F07	RM	2
AM-206-G13	AbiU	1
AM-206-I16	RM	1
AM-206-I22	RM	2
AM-206-J02	RM	1
AM-206-J20	RM	1
AM-206-M15	RM	1
AM-206-N22	RM	1
AM-206-O10	PsyrTA	1
AM-206-O10	RM	1
AM-206-O17	Cas	1
AM-206-P18	RM	1
AM-208-A03	RM	1
AM-208-A06	AbiU	1
AM-208-A07	RM	1
AM-208-A17	Tiamat	1
AM-208-A17	RM	2
AM-208-A18	PsyrTA	1
AM-208-A18	RM	1
AM-208-A19	RM	1
AM-208-A20	RM	1
AM-208-A23	RM	1
AM-208-B18	Mokosh	1
AM-208-B18	RM	2
AM-208-B19	dXTPase	1
AM-208-C15	RM	1
AM-208-C19	RM	3
AM-284-G21	RM	1
AM-284-I04	Gabija	1
AM-284-I04	AbiE	1
AM-284-I04	PD-Lambda-1	1
AM-284-I11	SspBCDE	1
AM-284-I14	Dnd	1
AM-208-E04	DarTG	1
AM-208-E11	AbiU	1
AM-208-E13	RM	1
AM-208-E16	RM	1
AM-208-E22	RM	1
AM-208-F02	Lamassu	1
AM-208-F05	RM	1
AM-208-F09	AbiU	1
AM-208-G09	RM	1
AM-208-G11	RM	1
AM-208-G14	RM	2
AM-208-G18	RM	2
AM-208-G19	Azaca	1
AM-208-I14	AbiU	1
AM-208-I19	dXTPase	1
AM-208-I19	RM	2
AM-208-I20	RM	1
AM-208-J07	PD-T4-3	1
AM-208-K03	RM	2
AM-208-K10	AbiU	1
AM-208-K10	RM	1
AM-208-L02	RM	1
AM-208-L11	RM	2
AM-208-L16	RM	1
AM-208-L20	RM	3
AM-208-M06	AbiU	1
AM-208-M10	dXTPase	1
AM-208-M13	dXTPase	1
AM-208-M13	RM	1
AM-208-M17	RM	1
AM-208-N04	pAgo	1
AM-208-N04	RM	1
AM-208-N15	AbiU	2
AM-208-O04	Uzume	1
AM-208-O04	RM	1
AM-208-P02	RM	2
AM-208-P06	Eleos	1
AM-208-P09	AbiU	1
AM-208-P11	RM	1
AM-208-P14	RM	1
AM-210-A15	RM	1
AM-210-A21	BREX	1
AM-210-B10	BREX	1
AM-210-B11	RM	1
AM-210-B15	AbiU	1
AM-210-C08	RM	1
AM-210-C15	PsyrTA	1
AM-210-C15	RM	2
AM-210-C19	RM	2
AM-210-D03	RM	1
AM-210-D21	DISARM	1
AM-210-D21	RM	1
AM-210-E02	PD-T4-3	1
AM-210-E04	RM	1
AM-210-E16	AbiU	1
AM-210-F14	RM	1
AM-210-F16	RM	1
AM-210-G11	dXTPase	1
AM-210-G11	RM	1
AM-210-G11	Cas	1
AM-210-G14	RM	1
AM-210-G17	AbiU	1
AM-210-G17	RM	1
AM-210-I20	RM	1
AM-210-J05	AbiU	1
AM-210-K11	RM	2
AM-210-K14	PsyrTA	1
AM-210-K14	RM	2
AM-210-K19	PD-T7-1	1
AM-210-K19	RM	1
AM-210-K19	Cas	1
AM-210-L03	RM	1
AM-210-L08	RM	1
AM-210-L13	dXTPase	1
AM-210-M13	DISARM	1
AM-210-M13	RM	1
AM-210-M14	dXTPase	1
AM-210-M14	ShosTA	1
AM-210-M14	PfiAT	1
AM-210-M14	RM	1
AM-210-M14	Cas	1
AM-210-M15	RloC	1
AM-210-M15	Wadjet	1
AM-210-M15	RM	1
AM-210-N11	RM	1
AM-210-N13	RM	2
AM-210-N17	RM	1
AM-210-N18	PD-T4-3	1
AM-210-O04	ShosTA	1
AM-210-O06	AbiU	1
AM-210-O08	RM	2
AM-210-O08	PD-Lambda-5	1
AM-210-O17	RM	1
AM-210-O20	RM	1
AM-210-P01	RM	1
AM-210-P09	Mokosh	1
AM-210-P09	Dpd	2
AM-210-P09	RM	1
AM-210-P11	RM	1
AM-210-P15	AbiU	1
AM-216-A04	RM	2
AM-216-A07	RM	1
AM-216-A18	RM	2
AM-216-A19	AbiU	1
AM-216-A19	RM	1
AM-216-B02	AbiU	1
AM-216-B06	RM	1
AM-216-B15	RM	1
AM-216-B21	AbiU	1
AM-216-C06	RM	3
AM-216-C13	PsyrTA	1
AM-216-C20	AbiU	1
AM-216-C22	AbiU	1
AM-216-C22	RM	1
AM-216-D03	RM	1
AM-216-D04	RM	1
AM-216-D17	AbiU	1
AM-216-D17	RM	1
AM-216-E02	RM	1
AM-216-E03	RM	1
AM-216-E06	RM	1
AM-216-E08	RM	1
AM-216-E21	RM	2
AM-216-E23	ShosTA	1
AM-216-F04	AbiU	1
AM-216-F10	AbiU	1
AM-216-F18	AbiU	1
AM-216-F23	RM	1
AM-216-G07	AbiU	1
AM-216-G16	AbiU	1
AM-216-G16	ShosTA	1
AM-216-G16	RM	1
AM-216-G17	DISARM	1
AM-216-G17	dXTPase	1
AM-216-I06	RM	2
AM-216-I11	dXTPase	1
AM-216-I18	AbiU	1
AM-216-I22	PsyrTA	1
AM-216-I22	ShosTA	1
AM-216-I22	RM	1
AM-216-J23	AbiU	1
AM-216-K02	Mokosh	1
AM-216-K02	Retron	1
AM-216-K10	AbiU	1
AM-216-K13	AbiU	1
AM-216-K14	AbiU	1
AM-216-L11	RM	1
AM-216-M04	AbiU	1
AM-216-M07	AbiU	1
AM-216-M07	RM	2
AM-216-M17	Viperin	1
AM-216-M19	Retron	1
AM-216-N07	AbiU	1
AM-216-N07	RM	1
AM-216-O03	Hhe	1
AM-216-O03	RM	3
AM-216-O03	Cas	1
AM-216-O04	AbiU	1
AM-216-O09	AbiU	1
AM-216-O09	RM	1
AM-216-O13	PsyrTA	1
AM-216-O22	RM	2
AM-216-P14	RM	1
AM-216-P17	RM	1
AM-225-A03	dXTPase	1
AM-225-A03	SoFic	1
AM-225-A03	RM	2
AM-225-A08	RM	2
AM-225-A23	RM	1
AM-225-B02	AbiU	1
AM-225-B03	RM	1
AM-225-B08	RM	3
AM-225-B15	Dpd	1
AM-225-B16	RM	1
AM-225-B19	RM	1
AM-225-B20	ShosTA	1
AM-225-B23	AbiU	1
AM-225-B23	RM	1
AM-225-C02	AbiU	1
AM-225-C04	DISARM	1
AM-225-C05	PsyrTA	1
AM-225-C07	AbiU	1
AM-225-C11	ShosTA	1
AM-225-C11	RM	3
AM-225-C13	AbiU	1
AM-225-C17	Tiamat	1
AM-225-C17	SanaTA	1
AM-225-C17	RM	2
AM-225-C19	AbiE	1
AM-225-C19	PsyrTA	1
AM-225-C19	RM	4
AM-225-C20	RM	1
AM-225-C21	RM	2
AM-225-D02	RM	1
AM-225-D07	RM	1
AM-225-D13	RM	2
AM-225-D15	AbiU	1
AM-225-D16	PD-T4-3	1
AM-225-E03	AbiU	1
AM-225-E17	PsyrTA	1
AM-225-F03	AbiU	1
AM-225-F07	RM	1
AM-225-F11	RM	2
AM-225-F14	RM	2
AM-225-F22	AbiU	1
AM-225-F23	AbiU	1
AM-225-G06	RM	1
AM-225-G07	RM	1
AM-225-G08	AbiU	1
AM-225-G08	RM	1
AM-225-G21	AbiU	1
AM-225-I05	AbiU	1
AM-225-I05	ShosTA	1
AM-225-I05	RM	1
AM-225-I07	RM	1
AM-225-I08	AbiU	1
AM-225-I18	AbiE	1
AM-225-I18	PsyrTA	1
AM-225-I18	RM	1
AM-225-I20	RM	1
AM-225-J02	RM	1
AM-225-J03	AbiU	1
AM-225-J07	RM	1
AM-225-J15	AbiU	1
AM-225-J15	RM	1
AM-225-J17	AbiU	1
AM-225-J17	RM	1
AM-225-J19	AbiU	1
AM-225-J19	RM	1
AM-225-J20	RM	1
AM-225-J22	Cas	1
AM-225-K13	Dnd	1
AM-225-K14	PD-T4-3	1
AM-225-K16	AbiU	1
AM-225-K18	RM	1
AM-225-L02	Qat	1
AM-225-L03	RM	2
AM-225-L09	RM	2
AM-225-L14	Zorya	1
AM-225-L19	DISARM	1
AM-225-L19	RM	1
AM-225-M03	PsyrTA	1
AM-225-M06	AbiU	1
AM-225-M09	AbiD	1
AM-225-M09	PsyrTA	1
AM-225-M09	RM	2
AM-225-M11	AbiJ	1
AM-225-M11	Qat	1
AM-225-M17	RM	1
AM-225-M22	AbiU	1
AM-225-M22	RM	1
AM-225-N13	RM	1
AM-225-N20	AbiU	1
AM-225-N20	RM	2
AM-225-N21	AbiU	1
AM-225-O06	RM	1
AM-225-O13	AbiU	1
AM-225-O21	RM	2
AM-225-P05	RM	1
AM-225-P19	RM	1
AM-229-A04	AbiU	1
AM-229-A05	RM	1
AM-229-A06	RM	2
AM-229-A10	AbiU	1
AM-229-A10	RM	2
AM-229-A16	dXTPase	1
AM-229-A18	RM	2
AM-229-B04	SoFic	1
AM-229-B05	RM	1
AM-229-B10	RM	1
AM-229-B11	RM	2
AM-229-B14	RM	1
AM-229-B16	AbiU	1
AM-229-C03	AbiU	1
AM-229-C05	Cas	1
AM-229-C07	AbiU	1
AM-229-C09	AbiU	1
AM-229-C15	AbiU	1
AM-229-D05	RM	1
AM-229-D09	RM	1
AM-229-D19	AbiU	1
AM-229-D19	RM	2
AM-229-E05	DISARM	1
AM-229-E06	AbiU	1
AM-229-E07	DISARM	1
AM-229-E19	PD-T4-3	1
AM-229-E19	RM	1
AM-229-F02	dXTPase	1
AM-229-F05	RM	2
AM-229-F08	Zorya	1
AM-229-F08	RM	3
AM-229-F13	AbiU	1
AM-229-F13	BREX	1
AM-229-F16	AbiU	1
AM-229-G07	AbiU	1
AM-229-G07	DarTG	1
AM-229-G07	RM	1
AM-229-G08	RM	1
AM-229-G10	PsyrTA	1
AM-229-G11	RM	1
AM-229-G17	AbiU	1
AM-229-G18	BREX	1
AM-229-G18	RM	1
AM-229-I17	PARIS	1
AM-229-I17	PfiAT	1
AM-229-I17	RM	1
AM-229-I18	dXTPase	1
AM-229-J07	AbiU	1
AM-229-J10	RM	1
AM-229-J17	AbiU	1
AM-229-K02	AbiU	1
AM-229-K07	AbiU	1
AM-229-K07	RM	1
AM-229-K09	AbiU	1
AM-229-K09	BREX	1
AM-229-K09	RM	1
AM-229-L07	DarTG	1
AM-229-L07	RM	1
AM-229-L14	RM	2
AM-229-L22	AbiU	1
AM-229-M08	AbiU	1
AM-229-M08	RM	1
AM-229-M09	RM	2
AM-229-M09	Cas	1
AM-229-M14	AbiU	1
AM-229-M14	RM	1
AM-229-M17	AbiU	1
AM-229-M17	RM	2
AM-229-M17	Cas	1
AM-229-N09	AbiU	1
AM-229-N09	RM	1
AM-229-N10	AbiU	1
AM-229-N10	RM	1
AM-229-N13	RM	1
AM-229-O02	RM	1
AM-229-O06	RM	1
AM-229-O07	PsyrTA	1
AM-229-O07	Dpd	2
AM-229-O07	PfiAT	1
AM-229-O07	BREX	1
AM-229-O07	Cas	1
AM-229-O09	RM	1
AM-229-O13	PsyrTA	1
AM-229-O14	RM	1
AM-229-P06	RM	3
AM-229-P19	AbiU	1
AM-229-P19	RM	2
AM-229-P20	RM	1
AM-229-P21	PsyrTA	1
AM-235-A11	Dnd	1
AM-235-A14	PD-T4-3	1
AM-235-A17	AbiU	1
AM-235-A23	AbiU	1
AM-235-B02	dXTPase	1
AM-235-B23	AbiU	1
AM-235-C04	RM	1
AM-235-C06	RM	1
AM-235-C07	RM	1
AM-235-C15	RM	2
AM-235-C20	RM	1
AM-235-D05	Zorya	1
AM-235-D07	Zorya	1
AM-235-D07	RM	1
AM-235-D17	RM	1
AM-235-E02	RM	1
AM-235-E04	RosmerTA	1
AM-235-E05	PD-T4-3	1
AM-235-E07	RM	1
AM-235-E16	AbiU	1
AM-235-E16	RM	1
AM-235-E20	AbiU	1
AM-235-E21	Cas	1
AM-235-F03	AbiU	1
AM-235-F14	Eleos	1
AM-235-F15	Retron	1
AM-235-F15	RM	2
AM-235-F19	RM	1
AM-235-F20	RM	1
AM-235-F23	PD-T4-3	1
AM-235-G03	RM	3
AM-235-G09	AbiU	1
AM-235-G09	RM	2
AM-235-G11	RM	1
AM-235-G16	DarTG	1
AM-235-G20	AbiU	1
AM-235-G20	RM	1
AM-235-I04	AbiU	1
AM-235-I17	BREX	1
AM-235-I20	RM	2
AM-235-J05	Retron	1
AM-235-J05	RM	1
AM-235-J08	RM	2
AM-235-J14	Dnd	1
AM-235-J15	RM	2
AM-235-J17	RM	2
AM-235-K09	Retron	1
AM-235-K10	PD-Lambda-1	1
AM-235-K14	AbiU	1
AM-235-K17	RM	2
AM-235-K20	RM	2
AM-235-L04	RM	1
AM-235-L16	AbiU	1
AM-235-L20	RM	1
AM-235-L22	Azaca	1
AM-235-M02	RM	1
AM-235-M07	AbiU	1
AM-235-M07	RM	1
AM-235-M08	dXTPase	1
AM-235-M14	Zorya	1
AM-235-M16	RM	1
AM-235-N10	AbiU	1
AM-235-N10	RM	1
AM-235-N21	RM	1
AM-235-O05	AbiU	1
AM-235-O07	RM	1
AM-235-O21	dXTPase	1
AM-235-O21	RM	1
AM-235-O23	Dnd	1
AM-235-P04	RM	1
AM-235-P07	PsyrTA	1
AM-235-P07	RM	1
AM-235-P13	AbiU	1
AM-235-P13	RM	2
AM-243-A02	RM	1
AM-243-A05	AbiE	1
AM-243-A08	RM	1
AM-243-A11	AbiU	1
AM-243-A11	RM	1
AM-243-A13	AbiU	1
AM-243-A17	RM	2
AM-243-A21	Retron	1
AM-243-A22	RM	1
AM-243-B09	RM	1
AM-243-B14	AbiU	1
AM-243-B16	RM	1
AM-243-B16	Cas	2
AM-243-C06	RM	1
AM-243-C07	RM	1
AM-243-C09	Dnd	1
AM-243-C15	dXTPase	1
AM-243-C18	AbiU	1
AM-243-C23	RM	1
AM-243-D05	RM	1
AM-243-D06	RM	1
AM-243-E04	AbiU	1
AM-243-E04	RM	1
AM-243-E08	AbiE	1
AM-243-E08	RM	2
AM-243-E11	BREX	1
AM-243-E15	SoFic	1
